8/7/2020
11:21:36 AM

0, CH+=0, CH-=199, Range=0-5, y=(a-1.625)/.32
1, CH+=1, CH-=199, Range=0-5, y=(b-1.63)/.33


Time	v0	v1	y0	y1
2.094000	0.953261	1.384038	-2.099185	-0.745340
2.096000	2.072334	1.530764	1.397918	-0.300717
2.098000	1.449501	1.424514	-0.548434	-0.622685
2.100000	2.366027	1.869750	2.315710	0.726517
2.102000	1.135553	1.965881	-1.529521	1.017822
2.104000	1.125426	1.631954	-1.561169	0.005920
2.106000	1.960933	1.485228	1.049790	-0.438703
2.108000	1.621666	1.480168	-0.010418	-0.454035
2.110000	2.502747	1.682549	2.742958	0.159239
2.112000	1.317846	1.986119	-0.959857	1.079149
2.114000	1.398864	1.900108	-0.706673	0.818508
2.116000	1.181126	1.409335	-1.387105	-0.668681
2.118000	2.052079	1.540883	1.334622	-0.270053
2.120000	1.748258	1.409335	0.385182	-0.668681
2.122000	2.269817	1.955762	2.015054	0.987158
2.124000	0.948197	1.920346	-2.115009	0.879835
2.126000	1.029216	1.510525	-1.861825	-0.362044
2.128000	2.128034	1.556061	1.571982	-0.224057
2.130000	1.414056	1.389097	-0.659202	-0.730008
2.132000	2.766058	1.788798	3.565806	0.481207
2.134000	0.927942	1.986119	-2.178305	1.079149
2.136000	1.606475	1.809036	-0.057890	0.542535
2.138000	1.408992	1.459930	-0.675026	-0.515362
2.140000	1.692558	1.490287	0.211118	-0.423371
2.142000	2.214117	1.464990	1.840990	-0.500030
2.144000	1.515329	2.041774	-0.342722	1.247799
2.146000	1.039343	1.874810	-1.830177	0.741848
2.148000	0.907688	1.459930	-2.241601	-0.515362
2.150000	1.955869	1.566180	1.033966	-0.193394
2.152000	1.429247	1.308145	-0.611730	-0.975317
2.154000	2.897713	1.930465	3.977230	0.910499
2.156000	0.922879	1.930465	-2.194129	0.910499
2.158000	1.555839	1.733144	-0.216130	0.312557
2.160000	1.763449	1.520645	0.432654	-0.331380
2.162000	1.560902	1.429573	-0.200306	-0.607353
2.164000	2.593893	1.571240	3.027790	-0.178062
2.166000	1.069725	2.016476	-1.735233	1.171140
2.168000	1.398864	1.814096	-0.706673	0.557866
2.170000	1.029216	1.470049	-1.861825	-0.484699
2.172000	1.657112	1.545942	0.100350	-0.254721
2.174000	1.560902	1.287907	-0.200306	-1.036645
2.176000	2.381218	2.021536	2.363182	1.186472
2.178000	1.100107	1.839393	-1.640289	0.634526
2.180000	1.292527	1.652192	-1.038977	0.067248
2.182000	1.641921	1.576299	0.052878	-0.162730
2.184000	1.722940	1.343562	0.306062	-0.867995
2.186000	2.821758	1.738203	3.739870	0.327889
2.188000	0.877306	1.915286	-2.336545	0.864503
2.190000	1.621666	1.793858	-0.010418	0.496539
2.192000	1.135553	1.505466	-1.529521	-0.377376
2.194000	1.834341	1.464990	0.654190	-0.500030
2.196000	2.092589	1.318264	1.461214	-0.944654
2.198000	1.814086	2.001298	0.590894	1.125144
2.200000	1.277336	1.783739	-1.086449	0.465875
2.202000	1.302655	1.601597	-1.007329	-0.086071
2.204000	1.646985	1.576299	0.068702	-0.162730
2.206000	1.591284	1.242372	-0.105362	-1.174631
2.208000	2.735676	1.900108	3.470862	0.818508
2.210000	0.943133	1.854572	-2.130833	0.680521
2.212000	1.738131	1.788798	0.353534	0.481207
2.214000	0.988706	1.571240	-1.988417	-0.178062
2.216000	1.905232	1.384038	0.875726	-0.745340
2.218000	2.558447	1.525704	2.917022	-0.316048
2.220000	1.231763	1.960822	-1.228865	1.002490
2.222000	1.343164	1.763501	-0.880737	0.404548
2.224000	1.059598	1.601597	-1.766881	-0.086071
2.226000	1.738131	1.500406	0.353534	-0.392708
2.228000	1.712813	1.227193	0.274414	-1.220627
2.230000	2.401473	1.976000	2.426478	1.048485
2.232000	1.059598	1.809036	-1.766881	0.542535
2.234000	1.753322	1.773620	0.401006	0.435212
2.236000	1.170999	1.566180	-1.418753	-0.193394
2.238000	1.829277	1.287907	0.638366	-1.036645
2.240000	2.654657	1.717965	3.217678	0.266561
2.242000	0.988706	1.895048	-1.988417	0.803176
2.244000	1.525456	1.768560	-0.311074	0.419880
2.246000	0.821605	1.652192	-2.510609	0.067248
2.248000	1.672303	1.414395	0.147822	-0.653349
2.250000	2.021697	1.353681	1.239678	-0.837331
2.252000	2.062206	1.991179	1.366270	1.094481
2.254000	1.287464	1.788798	-1.054801	0.481207
2.256000	1.520393	1.824215	-0.326898	0.588530
2.258000	1.287464	1.495347	-1.054801	-0.408039
2.260000	1.950806	1.267669	1.018142	-1.097972
2.262000	2.457173	1.879869	2.600542	0.757180
2.264000	0.998834	1.849512	-1.956769	0.665189
2.266000	1.571030	1.793858	-0.168658	0.496539
2.268000	0.695013	1.626894	-2.906209	-0.009412
2.270000	1.829277	1.318264	0.638366	-0.944654
2.272000	2.244499	1.505466	1.935934	-0.377376
2.274000	1.687494	1.955762	0.195294	0.987158
2.276000	1.591284	1.763501	-0.105362	0.404548
2.278000	1.439374	1.874810	-0.580082	0.741848
2.280000	1.302655	1.414395	-1.007329	-0.653349
2.282000	2.128034	1.318264	1.571982	-0.944654
2.284000	2.214117	1.945643	1.840990	0.956494
2.286000	1.160872	1.793858	-1.450401	0.496539
2.288000	1.697622	1.895048	0.226942	0.803176
2.290000	0.603867	1.540883	-3.191041	-0.270053
2.292000	2.279945	1.308145	2.046702	-0.975317
2.294000	2.305263	1.657251	2.125822	0.082579
2.296000	1.459629	1.889989	-0.516786	0.787844
2.298000	1.565966	1.773620	-0.184482	0.435212
2.300000	1.206445	1.839393	-1.307985	0.634526
2.302000	1.672303	1.338502	0.147822	-0.883326
2.304000	1.986251	1.394157	1.128910	-0.714676
2.306000	2.097652	1.925405	1.477038	0.895167
2.308000	1.176063	1.758441	-1.402929	0.389216
2.310000	1.874850	1.970941	0.780782	1.033153
2.312000	0.553230	1.429573	-3.349281	-0.607353
2.314000	2.285008	1.333443	2.062526	-0.898658
2.316000	2.300199	1.773620	2.109998	0.435212
2.318000	1.322909	1.814096	-0.944033	0.557866
2.320000	1.672303	1.844453	0.147822	0.649857
2.322000	0.608931	1.728084	-3.175217	0.297225
2.324000	2.193862	1.308145	1.777694	-0.975317
2.326000	1.854596	1.480168	0.717486	-0.454035
2.328000	2.052079	1.889989	1.334622	0.787844
2.330000	1.327973	1.773620	-0.928209	0.435212
2.332000	1.667239	1.991179	0.131998	1.094481
2.334000	1.181126	1.313205	-1.387105	-0.959986
2.336000	1.996379	1.399216	1.160558	-0.699344
2.338000	2.279945	1.824215	2.046702	0.588530
2.340000	1.084916	1.763501	-1.687761	0.404548
2.342000	1.606475	1.915286	-0.057890	0.864503
2.344000	0.249409	1.576299	-4.298721	-0.162730
2.346000	2.112843	1.343562	1.524510	-0.867995
2.348000	1.910296	1.561121	0.891550	-0.208726
2.350000	1.854596	1.839393	0.717486	0.634526
2.352000	1.672303	1.809036	0.147822	0.542535
2.354000	1.170999	1.976000	-1.418753	1.048485
2.356000	1.728004	1.287907	0.321886	-1.036645
2.358000	1.900169	1.449811	0.859902	-0.546026
2.360000	2.264754	1.824215	1.999230	0.588530
2.362000	1.322909	1.738203	-0.944033	0.327889
2.364000	1.495074	1.996238	-0.406018	1.109813
2.366000	0.492466	1.429573	-3.539169	-0.607353
2.368000	2.107780	1.409335	1.508686	-0.668681
2.370000	2.021697	1.606656	1.239678	-0.070739
2.372000	1.646985	1.778679	0.068702	0.450544
2.374000	1.783704	1.889989	0.495950	0.787844
2.376000	0.958324	1.849512	-2.083361	0.665189
2.378000	2.001442	1.343562	1.176382	-0.867995
2.380000	1.854596	1.490287	0.717486	-0.423371
2.382000	2.067270	1.824215	1.382094	0.588530
2.384000	1.464692	1.788798	-0.500962	0.481207
2.386000	1.434310	2.072131	-0.595906	1.339790
2.388000	0.801350	1.333443	-2.573905	-0.898658
2.390000	2.133098	1.454871	1.587806	-0.530694
2.392000	2.163480	1.652192	1.682750	0.067248
2.394000	1.738131	1.743263	0.353534	0.343221
2.396000	1.505202	1.950703	-0.374370	0.971826
2.398000	0.745650	1.642073	-2.747969	0.036584
2.400000	2.107780	1.414395	1.508686	-0.653349
2.402000	1.824214	1.500406	0.622542	-0.392708
2.404000	2.067270	1.758441	1.382094	0.389216
2.406000	1.510265	1.869750	-0.358546	0.726517
2.408000	1.550775	2.021536	-0.231954	1.186472
2.410000	1.221636	1.318264	-1.260513	-0.944654
2.412000	2.052079	1.485228	1.334622	-0.438703
2.414000	2.031824	1.662311	1.271326	0.097911
2.416000	1.768513	1.778679	0.448478	0.450544
2.418000	1.246954	2.011417	-1.181393	1.155808
2.420000	0.543103	1.464990	-3.380929	-0.500030
2.422000	2.092589	1.459930	1.461214	-0.515362
2.424000	1.712813	1.510525	0.274414	-0.362044
2.426000	2.198926	1.733144	1.793518	0.312557
2.428000	1.317846	1.945643	-0.959857	0.956494
2.430000	1.333037	1.884929	-0.912385	0.772512
2.432000	1.636857	1.358740	0.037054	-0.821999
2.434000	1.910296	1.500406	0.891550	-0.392708
2.436000	2.006506	1.611716	1.192206	-0.055407
2.438000	1.646985	1.859631	0.068702	0.695853
2.440000	1.125426	1.991179	-1.561169	1.094481
2.442000	0.684886	1.384038	-2.937857	-0.745340
2.444000	2.036888	1.495347	1.287150	-0.408039
2.446000	1.535584	1.490287	-0.279426	-0.423371
2.448000	2.391346	1.778679	2.394830	0.450544
2.450000	1.439374	1.996238	-0.580082	1.109813
2.452000	1.069725	1.717965	-1.735233	0.266561
2.454000	1.960933	1.434633	1.049790	-0.592022
2.456000	1.748258	1.510525	0.385182	-0.362044
2.458000	2.183735	1.626894	1.746046	-0.009412
2.460000	1.495074	1.945643	-0.406018	0.956494
2.462000	1.241890	1.955762	-1.197217	0.987158
2.464000	1.054534	1.384038	-1.782705	-0.745340
2.466000	2.107780	1.520645	1.508686	-0.331380
2.468000	1.545711	1.429573	-0.247778	-0.607353
2.470000	2.219180	1.884929	1.856814	0.772512
2.472000	1.100107	1.960822	-1.640289	1.002490
2.474000	0.988706	1.566180	-1.988417	-0.193394
2.476000	2.036888	1.505466	1.287150	-0.377376
2.478000	1.576093	1.459930	-0.152834	-0.515362
2.480000	2.578702	1.717965	2.980318	0.266561
2.482000	1.257081	1.986119	-1.149745	1.079149
2.484000	1.474820	1.884929	-0.469314	0.772512
2.486000	1.282400	1.414395	-1.070625	-0.653349
2.488000	2.006506	1.535823	1.192206	-0.285385
2.490000	1.884978	1.429573	0.812430	-0.607353
2.492000	2.077397	1.965881	1.413742	1.017822
2.494000	0.907688	1.915286	-2.241601	0.864503
2.496000	0.963388	1.475109	-2.067537	-0.469367
2.498000	2.102716	1.556061	1.492862	-0.224057
2.500000	1.373546	1.368859	-0.785793	-0.791335
2.502000	2.806567	1.819155	3.692398	0.573198
2.504000	0.938070	1.981060	-2.146657	1.063817
2.506000	1.576093	1.783739	-0.152834	0.465875
2.508000	1.550775	1.470049	-0.231954	-0.484699
2.510000	1.601412	1.485228	-0.073714	-0.438703
2.512000	2.295136	1.495347	2.094174	-0.408039
2.514000	1.348228	2.036714	-0.864913	1.232467
2.516000	1.135553	1.864691	-1.529521	0.711185
2.518000	0.897560	1.444752	-2.273249	-0.561358
2.520000	1.905232	1.566180	0.875726	-0.193394
2.522000	1.454565	1.308145	-0.532610	-0.975317
2.524000	2.811631	1.955762	3.708222	0.987158
2.526000	0.968452	1.920346	-2.051713	0.879835
2.528000	1.449501	1.697727	-0.548434	0.205234
2.530000	1.849532	1.535823	0.701662	-0.285385
2.532000	1.545711	1.414395	-0.247778	-0.653349
2.534000	2.690103	1.626894	3.328446	-0.009412
2.536000	1.024152	2.011417	-1.877649	1.155808
2.538000	1.479883	1.824215	-0.453490	0.588530
2.540000	1.095044	1.470049	-1.656113	-0.484699
2.542000	1.692558	1.525704	0.211118	-0.316048
2.544000	1.631794	1.298026	0.021230	-1.005981
2.546000	2.234372	2.036714	1.904286	1.232467
2.548000	1.135553	1.834334	-1.529521	0.619194
2.550000	1.196317	1.626894	-1.339633	-0.009412
2.552000	1.672303	1.581359	0.147822	-0.147398
2.554000	1.712813	1.328383	0.274414	-0.913990
2.556000	2.852140	1.773620	3.834814	0.435212
2.558000	0.877306	1.905167	-2.336545	0.833839
2.560000	1.662176	1.793858	0.116174	0.496539
2.562000	1.196317	1.505466	-1.339633	-0.377376
2.564000	1.839405	1.454871	0.670014	-0.530694
2.566000	2.203989	1.353681	1.809342	-0.837331
2.568000	1.667239	1.996238	0.131998	1.109813
2.570000	1.257081	1.773620	-1.149745	0.435212
2.572000	1.246954	1.571240	-1.181393	-0.178062
2.574000	1.682431	1.566180	0.179470	-0.193394
2.576000	1.571030	1.237312	-0.168658	-1.189963
2.578000	2.700230	1.915286	3.360094	0.864503
2.580000	0.968452	1.844453	-2.051713	0.649857
2.582000	1.738131	1.783739	0.353534	0.465875
2.584000	1.074789	1.571240	-1.719409	-0.178062
2.586000	1.890041	1.368859	0.828254	-0.791335
2.588000	2.604020	1.561121	3.059438	-0.208726
2.590000	1.120362	1.940584	-1.576993	0.941162
2.592000	1.317846	1.758441	-0.959857	0.389216
2.594000	1.014025	1.586418	-1.909297	-0.132066
2.596000	1.748258	1.495347	0.385182	-0.408039
2.598000	1.712813	1.232253	0.274414	-1.205295
2.600000	2.355900	1.986119	2.284062	1.079149
2.602000	1.110235	1.803977	-1.608641	0.527203
2.604000	1.717876	1.763501	0.290238	0.404548
2.606000	1.241890	1.566180	-1.197217	-0.193394
2.608000	1.803959	1.287907	0.559246	-1.036645
2.610000	2.659721	1.748322	3.233502	0.358552
2.612000	0.963388	1.889989	-2.067537	0.787844
2.614000	1.535584	1.773620	-0.279426	0.435212
2.616000	0.801350	1.642073	-2.573905	0.036584
2.618000	1.697622	1.404276	0.226942	-0.684013
2.620000	2.052079	1.363800	1.334622	-0.806667
2.622000	1.996379	1.991179	1.160558	1.094481
2.624000	1.333037	1.783739	-0.912385	0.465875
2.626000	1.479883	1.814096	-0.453490	0.557866
2.628000	1.353291	1.500406	-0.849089	-0.392708
2.630000	1.940678	1.267669	0.986494	-1.097972
2.632000	2.457173	1.900108	2.600542	0.818508
2.634000	1.014025	1.844453	-1.909297	0.649857
2.636000	1.596348	1.798917	-0.089538	0.511871
2.638000	0.715268	1.611716	-2.842913	-0.055407
2.640000	1.849532	1.313205	0.701662	-0.959986
2.642000	2.310327	1.520645	2.141646	-0.331380
2.644000	1.611539	1.955762	-0.042066	0.987158
2.646000	1.626730	1.768560	0.005406	0.419880
2.648000	1.388737	1.854572	-0.738321	0.680521
2.650000	1.353291	1.414395	-0.849089	-0.653349
2.652000	2.122971	1.313205	1.556158	-0.959986
2.654000	2.214117	1.950703	1.840990	0.971826
2.656000	1.181126	1.793858	-1.387105	0.496539
2.658000	1.707749	1.889989	0.258590	0.787844
2.660000	0.674758	1.525704	-2.969505	-0.316048
2.662000	2.259690	1.308145	1.983406	-0.975317
2.664000	2.325518	1.677489	2.189118	0.143907
2.666000	1.393801	1.884929	-0.722497	0.772512
2.668000	1.540647	1.773620	-0.263602	0.435212
2.670000	1.165935	1.809036	-1.434577	0.542535
2.672000	1.677367	1.343562	0.163646	-0.867995
2.674000	2.006506	1.399216	1.192206	-0.699344
2.676000	2.077397	1.930465	1.413742	0.910499
2.678000	1.211508	1.758441	-1.292161	0.389216
2.680000	1.844468	1.960822	0.685838	1.002490
2.682000	0.608931	1.419454	-3.175217	-0.638017
2.684000	2.264754	1.333443	1.999230	-0.898658
2.686000	2.290072	1.783739	2.078350	0.465875
2.688000	1.287464	1.809036	-1.054801	0.542535
2.690000	1.611539	1.849512	-0.042066	0.665189
2.692000	0.588676	1.702787	-3.238513	0.220566
2.694000	2.178671	1.308145	1.730222	-0.975317
2.696000	1.879914	1.485228	0.796606	-0.438703
2.698000	2.011570	1.889989	1.208030	0.787844
2.700000	1.363419	1.778679	-0.817441	0.450544
2.702000	1.631794	1.986119	0.021230	1.079149
2.704000	1.226699	1.318264	-1.244689	-0.944654
2.706000	1.981188	1.399216	1.113086	-0.699344
2.708000	2.264754	1.839393	1.999230	0.634526
2.710000	1.069725	1.763501	-1.735233	0.404548
2.712000	1.586221	1.925405	-0.121186	0.895167
2.714000	0.229155	1.556061	-4.362017	-0.224057
2.716000	2.122971	1.343562	1.556158	-0.867995
2.718000	1.940678	1.576299	0.986494	-0.162730
2.720000	1.829277	1.834334	0.638366	0.619194
2.722000	1.712813	1.819155	0.274414	0.573198
2.724000	1.130489	1.960822	-1.545345	1.002490
2.726000	1.809022	1.292967	0.575070	-1.021313
2.728000	1.900169	1.449811	0.859902	-0.546026
2.730000	2.244499	1.844453	1.935934	0.649857
2.732000	1.312782	1.743263	-0.975681	0.343221
2.734000	1.525456	2.006357	-0.311074	1.140476
2.736000	0.543103	1.419454	-3.380929	-0.638017
2.738000	2.122971	1.409335	1.556158	-0.668681
2.740000	2.077397	1.631954	1.413742	0.005920
2.742000	1.571030	1.778679	-0.168658	0.450544
2.744000	1.814086	1.895048	0.590894	0.803176
2.746000	0.882369	1.834334	-2.320721	0.619194
2.748000	2.031824	1.353681	1.271326	-0.837331
2.750000	1.874850	1.490287	0.780782	-0.423371
2.752000	2.057143	1.834334	1.350446	0.619194
2.754000	1.479883	1.783739	-0.453490	0.465875
2.756000	1.444438	2.072131	-0.564258	1.339790
2.758000	0.882369	1.333443	-2.320721	-0.898658
2.760000	2.112843	1.454871	1.524510	-0.530694
2.762000	2.219180	1.672430	1.856814	0.128575
2.764000	1.677367	1.743263	0.163646	0.343221
2.766000	1.530520	1.950703	-0.295250	0.971826
2.768000	0.695013	1.621835	-2.906209	-0.024743
2.770000	2.102716	1.409335	1.492862	-0.668681
2.772000	1.844468	1.505466	0.685838	-0.377376
2.774000	2.001442	1.773620	1.176382	0.435212
2.776000	1.525456	1.869750	-0.311074	0.726517
2.778000	1.530520	2.016476	-0.295250	1.171140
2.780000	1.297591	1.313205	-1.023153	-0.959986
2.782000	2.021697	1.485228	1.239678	-0.438703
2.784000	2.057143	1.697727	1.350446	0.205234
2.786000	1.692558	1.773620	0.211118	0.435212
2.788000	1.216572	2.021536	-1.276337	1.186472
2.790000	0.497530	1.454871	-3.523345	-0.530694
2.792000	2.057143	1.449811	1.350446	-0.546026
2.794000	1.778640	1.520645	0.480126	-0.331380
2.796000	2.133098	1.733144	1.587806	0.312557
2.798000	1.358355	1.935524	-0.833265	0.925830
2.800000	1.307718	1.884929	-0.991505	0.772512
2.802000	1.692558	1.358740	0.211118	-0.821999
2.804000	1.874850	1.495347	0.780782	-0.408039
2.806000	2.016633	1.647132	1.223854	0.051916
2.808000	1.626730	1.844453	0.005406	0.649857
2.810000	1.191254	2.016476	-1.355457	1.171140
2.812000	0.700077	1.368859	-2.890385	-0.791335
2.814000	2.062206	1.495347	1.366270	-0.408039
2.816000	1.601412	1.510525	-0.073714	-0.362044
2.818000	2.295136	1.778679	2.094174	0.450544
2.820000	1.479883	1.991179	-0.453490	1.094481
2.822000	0.993770	1.697727	-1.972593	0.205234
2.824000	2.031824	1.434633	1.271326	-0.592022
2.826000	1.758386	1.510525	0.416830	-0.362044
2.828000	2.188798	1.647132	1.761870	0.051916
2.830000	1.439374	1.940584	-0.580082	0.941162
2.832000	1.277336	1.955762	-1.086449	0.987158
2.834000	1.115298	1.363800	-1.592817	-0.806667
2.836000	2.112843	1.520645	1.524510	-0.331380
2.838000	1.657112	1.464990	0.100350	-0.500030
2.840000	2.143225	1.874810	1.619454	0.741848
2.842000	1.095044	1.965881	-1.656113	1.017822
2.844000	0.887433	1.530764	-2.304897	-0.300717
2.846000	2.072334	1.505466	1.397918	-0.377376
2.848000	1.611539	1.470049	-0.042066	-0.484699
2.850000	2.548320	1.733144	2.885374	0.312557
2.852000	1.348228	1.986119	-0.864913	1.079149
2.854000	1.449501	1.879869	-0.548434	0.757180
2.856000	1.393801	1.409335	-0.722497	-0.668681
2.858000	1.971060	1.530764	1.081438	-0.300717
2.860000	1.905232	1.459930	0.875726	-0.515362
2.862000	1.976124	1.950703	1.097262	0.971826
2.864000	0.892497	1.920346	-2.289073	0.879835
2.866000	0.912751	1.444752	-2.225777	-0.561358
2.868000	2.097652	1.556061	1.477038	-0.224057
2.870000	1.368482	1.389097	-0.801617	-0.730008
2.872000	2.685039	1.824215	3.312622	0.588530
2.874000	0.988706	1.986119	-1.988417	1.079149
2.876000	1.500138	1.763501	-0.390194	0.404548
2.878000	1.601412	1.464990	-0.073714	-0.500030
2.880000	1.616603	1.485228	-0.026242	-0.438703
2.882000	2.320454	1.530764	2.173294	-0.300717
2.884000	1.368482	2.011417	-0.801617	1.155808
2.886000	1.145681	1.879869	-1.497873	0.757180
2.888000	0.927942	1.429573	-2.178305	-0.607353
2.890000	1.955869	1.561121	1.033966	-0.208726
2.892000	1.454565	1.323324	-0.532610	-0.929322
2.894000	2.776185	1.940584	3.597454	0.941162
2.896000	1.003898	1.925405	-1.940945	0.895167
2.898000	1.388737	1.667370	-0.738321	0.113243
2.900000	1.925487	1.545942	0.939022	-0.254721
2.902000	1.484947	1.419454	-0.437666	-0.638017
2.904000	2.654657	1.652192	3.217678	0.067248
2.906000	1.008961	2.021536	-1.925121	1.186472
2.908000	1.484947	1.829274	-0.437666	0.603862
2.910000	1.110235	1.459930	-1.608641	-0.515362
2.912000	1.717876	1.535823	0.290238	-0.285385
2.914000	1.788768	1.328383	0.511774	-0.913990
2.916000	2.153353	2.056952	1.651102	1.293795
2.918000	1.110235	1.854572	-1.608641	0.680521
2.920000	1.170999	1.596537	-1.418753	-0.101403
2.922000	1.819150	1.581359	0.606718	-0.147398
2.924000	1.662176	1.343562	0.116174	-0.867995
2.926000	2.892650	1.788798	3.961406	0.481207
2.928000	0.897560	1.930465	-2.273249	0.910499
2.930000	1.662176	1.793858	0.116174	0.496539
2.932000	1.322909	1.500406	-0.944033	-0.392708
2.934000	1.778640	1.459930	0.480126	-0.515362
2.936000	2.264754	1.373919	1.999230	-0.776004
2.938000	1.601412	2.011417	-0.073714	1.155808
2.940000	1.201381	1.783739	-1.323809	0.465875
2.942000	1.186190	1.545942	-1.371281	-0.254721
2.944000	1.657112	1.576299	0.100350	-0.162730
2.946000	1.520393	1.247431	-0.326898	-1.159300
2.948000	2.705294	1.915286	3.375918	0.864503
2.950000	0.983643	1.864691	-2.004241	0.711185
2.952000	1.657112	1.763501	0.100350	0.404548
2.954000	1.201381	1.566180	-1.323809	-0.193394
2.956000	1.854596	1.378978	0.717486	-0.760672
2.958000	2.593893	1.566180	3.027790	-0.193394
2.960000	1.079853	1.940584	-1.703585	0.941162
2.962000	1.307718	1.763501	-0.991505	0.404548
2.964000	1.044407	1.545942	-1.814353	-0.254721
2.966000	1.743195	1.495347	0.369358	-0.408039
2.968000	1.687494	1.227193	0.195294	-1.220627
2.970000	2.350836	1.986119	2.268238	1.079149
2.972000	1.155808	1.803977	-1.466225	0.527203
2.974000	1.672303	1.743263	0.147822	0.343221
2.976000	1.317846	1.571240	-0.959857	-0.178062
2.978000	1.753322	1.298026	0.401006	-1.005981
2.980000	2.685039	1.763501	3.312622	0.404548
2.982000	0.953261	1.889989	-2.099185	0.787844
2.984000	1.510265	1.778679	-0.358546	0.450544
2.986000	0.796287	1.606656	-2.589729	-0.070739
2.988000	1.778640	1.414395	0.480126	-0.653349
2.990000	2.087525	1.358740	1.445390	-0.821999
2.992000	1.930551	2.001298	0.954846	1.125144
2.994000	1.368482	1.788798	-0.801617	0.481207
2.996000	1.444438	1.768560	-0.564258	0.419880
2.998000	1.434310	1.515585	-0.595906	-0.346712
3.000000	1.839405	1.257550	0.670014	-1.128636
3.002000	2.523001	1.910227	2.806254	0.849171
3.004000	0.988706	1.844453	-1.988417	0.649857
3.006000	1.692558	1.793858	0.211118	0.496539
3.008000	0.791223	1.606656	-2.605553	-0.070739
3.010000	1.869787	1.323324	0.764958	-0.929322
3.012000	2.421728	1.530764	2.489774	-0.300717
3.014000	1.505202	1.960822	-0.374370	1.002490
3.016000	1.616603	1.768560	-0.026242	0.419880
3.018000	1.297591	1.809036	-1.023153	0.542535
3.020000	1.469756	1.424514	-0.485138	-0.622685
3.022000	2.082461	1.298026	1.429566	-1.005981
3.024000	2.244499	1.970941	1.935934	1.033153
3.026000	1.140617	1.809036	-1.513697	0.542535
3.028000	1.697622	1.874810	0.226942	0.741848
3.030000	0.816541	1.530764	-2.526433	-0.300717
3.032000	2.128034	1.298026	1.571982	-1.005981
3.034000	2.406537	1.702787	2.442302	0.220566
3.036000	1.231763	1.889989	-1.228865	0.787844
3.038000	1.505202	1.763501	-0.374370	0.404548
3.040000	1.095044	1.773620	-1.656113	0.435212
3.042000	1.636857	1.343562	0.037054	-0.867995
3.044000	2.052079	1.389097	1.334622	-0.730008
3.046000	2.021697	1.945643	1.239678	0.956494
3.048000	1.327973	1.763501	-0.928209	0.404548
3.050000	1.738131	1.940584	0.353534	0.941162
3.052000	0.745650	1.424514	-2.747969	-0.622685
3.054000	2.249563	1.323324	1.951758	-0.929322
3.056000	2.279945	1.819155	2.046702	0.573198
3.058000	1.191254	1.819155	-1.355457	0.573198
3.060000	1.490011	1.829274	-0.421842	0.603862
3.062000	0.629185	1.672430	-3.111921	0.128575
3.064000	2.087525	1.313205	1.445390	-0.959986
3.066000	1.940678	1.495347	0.986494	-0.408039
3.068000	1.950806	1.905167	1.018142	0.833839
3.070000	1.378610	1.768560	-0.769969	0.419880
3.072000	1.626730	1.960822	0.005406	1.002490
3.074000	1.145681	1.333443	-1.497873	-0.898658
3.076000	2.036888	1.373919	1.287150	-0.776004
3.078000	2.224244	1.874810	1.872638	0.741848
3.080000	1.100107	1.768560	-1.640289	0.419880
3.082000	1.606475	1.920346	-0.057890	0.879835
3.084000	0.279791	1.540883	-4.203777	-0.270053
3.086000	2.229308	1.318264	1.888462	-0.944654
3.088000	2.062206	1.606656	1.366270	-0.070739
3.090000	1.814086	1.849512	0.590894	0.665189
3.092000	1.753322	1.814096	0.401006	0.557866
3.094000	1.170999	1.920346	-1.418753	0.879835
3.096000	1.935614	1.292967	0.970670	-1.021313
3.098000	1.890041	1.434633	0.828254	-0.592022
3.100000	2.203989	1.874810	1.809342	0.741848
3.102000	1.181126	1.748322	-1.387105	0.358552
3.104000	1.677367	1.991179	0.163646	1.094481
3.106000	0.548166	1.404276	-3.365105	-0.684013
3.108000	2.168544	1.399216	1.698574	-0.699344
3.110000	2.209053	1.682549	1.825166	0.159239
3.112000	1.424183	1.793858	-0.627554	0.496539
3.114000	1.819150	1.879869	0.606718	0.757180
3.116000	0.740586	1.819155	-2.763793	0.573198
3.118000	2.052079	1.328383	1.334622	-0.913990
3.120000	1.869787	1.490287	0.764958	-0.423371
3.122000	2.117907	1.854572	1.540334	0.680521
3.124000	1.464692	1.773620	-0.500962	0.435212
3.126000	1.479883	2.056952	-0.453490	1.293795
3.128000	1.029216	1.323324	-1.861825	-0.929322
3.130000	2.077397	1.439692	1.413742	-0.576690
3.132000	2.239435	1.712906	1.920110	0.251230
3.134000	1.510265	1.748322	-0.358546	0.358552
3.136000	1.596348	1.935524	-0.089538	0.925830
3.138000	0.644376	1.626894	-3.064449	-0.009412
3.140000	2.067270	1.409335	1.382094	-0.668681
3.142000	1.864723	1.520645	0.749134	-0.331380
3.144000	1.910296	1.798917	0.891550	0.511871
3.146000	1.545711	1.849512	-0.247778	0.665189
3.148000	1.414056	2.031655	-0.659202	1.217135
3.150000	1.388737	1.308145	-0.738321	-0.975317
3.152000	1.960933	1.480168	1.049790	-0.454035
3.154000	2.107780	1.743263	1.508686	0.343221
3.156000	1.555839	1.753382	-0.216130	0.373884
3.158000	1.140617	2.021536	-1.513697	1.186472
3.160000	0.462084	1.449811	-3.634113	-0.546026
3.162000	2.021697	1.439692	1.239678	-0.576690
