StartTime: 2020-12-15 14:02:19.073
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz
0x50	 14:02:19.443	-0.0157	-0.0238	1.0015	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4527	-1818
0x50	 14:02:19.443	-0.0166	-0.0231	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1818
0x50	 14:02:19.443	-0.0166	-0.0231	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4527	-1817
0x50	 14:02:19.454	-0.0173	-0.0219	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4527	-1816
0x50	 14:02:19.454	-0.0173	-0.0219	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4526	-1816
0x50	 14:02:19.486	-0.0161	-0.0229	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	305	4526	-1818
0x50	 14:02:19.488	-0.0161	-0.0229	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4526	-1819
0x50	 14:02:19.496	-0.0149	-0.0228	0.9994	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.27	4.07	304	4525	-1818
0x50	 14:02:19.498	-0.0149	-0.0228	0.9994	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.27	4.07	304	4526	-1819
0x50	 14:02:19.513	-0.0146	-0.0223	1.0007	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6394	30.26	4.07	304	4526	-1820
0x50	 14:02:19.524	-0.0146	-0.0223	1.0007	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.26	4.07	304	4526	-1818
0x50	 14:02:19.526	-0.0162	-0.0219	0.9994	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.25	4.07	304	4527	-1818
0x50	 14:02:19.534	-0.0162	-0.0219	0.9994	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.25	4.07	304	4527	-1819
0x50	 14:02:19.609	-0.0162	-0.0243	1.0009	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6394	30.28	4.07	304	4527	-1819
0x50	 14:02:19.609	-0.0162	-0.0243	1.0009	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6394	30.28	4.07	304	4527	-1819
0x50	 14:02:19.609	-0.0162	-0.0253	1.0012	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6394	30.24	4.07	305	4527	-1819
0x50	 14:02:19.609	-0.0162	-0.0253	1.0012	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.24	4.07	305	4527	-1819
0x50	 14:02:19.609	-0.0165	-0.0234	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	305	4526	-1818
0x50	 14:02:19.609	-0.0165	-0.0234	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	305	4526	-1817
0x50	 14:02:19.614	-0.0149	-0.0223	0.9999	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4526	-1817
0x50	 14:02:19.617	-0.0149	-0.0223	0.9999	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4525	-1816
0x50	 14:02:19.622	-0.0143	-0.0222	0.9999	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4525	-1818
0x50	 14:02:19.669	-0.0143	-0.0222	0.9999	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4525	-1819
0x50	 14:02:19.669	-0.0154	-0.0231	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4525	-1819
0x50	 14:02:19.669	-0.0154	-0.0231	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4524	-1819
0x50	 14:02:19.676	-0.0168	-0.0237	1.0011	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4524	-1819
0x50	 14:02:19.682	-0.0168	-0.0237	1.0011	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4525	-1820
0x50	 14:02:19.682	-0.0164	-0.0236	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4525	-1821
0x50	 14:02:19.694	-0.0164	-0.0236	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4525	-1820
0x50	 14:02:19.762	-0.0155	-0.0233	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4525	-1820
0x50	 14:02:19.762	-0.0155	-0.0233	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4525	-1819
0x50	 14:02:19.762	-0.0156	-0.0220	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	305	4525	-1818
0x50	 14:02:19.762	-0.0156	-0.0220	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	305	4525	-1817
0x50	 14:02:19.762	-0.0161	-0.0227	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4524	-1818
0x50	 14:02:19.763	-0.0161	-0.0227	1.0001	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.29	4.07	305	4524	-1818
0x50	 14:02:19.774	-0.0167	-0.0236	1.0004	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.26	4.07	304	4524	-1819
0x50	 14:02:19.774	-0.0167	-0.0236	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4524	-1819
0x50	 14:02:19.783	-0.0159	-0.0234	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4525	-1820
0x50	 14:02:19.803	-0.0159	-0.0234	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4525	-1821
0x50	 14:02:19.811	-0.0151	-0.0227	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.30	4.07	304	4526	-1820
0x50	 14:02:19.879	-0.0151	-0.0227	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.30	4.07	304	4527	-1818
0x50	 14:02:19.879	-0.0145	-0.0228	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.22	4.07	304	4527	-1818
0x50	 14:02:19.879	-0.0145	-0.0228	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.22	4.07	304	4527	-1818
0x50	 14:02:19.879	-0.0164	-0.0238	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4527	-1818
0x50	 14:02:19.879	-0.0164	-0.0238	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4526	-1818
0x50	 14:02:19.885	-0.0160	-0.0239	1.0013	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4525	-1818
0x50	 14:02:19.885	-0.0160	-0.0239	1.0013	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4525	-1817
0x50	 14:02:19.888	-0.0156	-0.0237	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.25	4.07	304	4524	-1816
0x50	 14:02:19.936	-0.0156	-0.0237	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.25	4.07	303	4523	-1816
0x50	 14:02:19.936	-0.0156	-0.0237	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.25	4.07	303	4522	-1816
0x50	 14:02:19.936	-0.0159	-0.0225	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	303	4521	-1816
0x50	 14:02:19.936	-0.0159	-0.0225	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4522	-1817
0x50	 14:02:19.939	-0.0156	-0.0222	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4522	-1817
0x50	 14:02:19.939	-0.0156	-0.0222	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4523	-1818
0x50	 14:02:19.961	-0.0157	-0.0238	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.25	4.07	304	4523	-1818
0x50	 14:02:19.970	-0.0157	-0.0238	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.25	4.07	304	4524	-1818
0x50	 14:02:19.970	-0.0157	-0.0238	1.0009	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4525	-1819
0x50	 14:02:20.064	-0.0157	-0.0238	1.0009	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4526	-1817
0x50	 14:02:20.064	-0.0160	-0.0234	1.0009	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.28	4.07	304	4527	-1816
0x50	 14:02:20.064	-0.0160	-0.0234	1.0009	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.28	4.07	304	4527	-1817
0x50	 14:02:20.064	-0.0154	-0.0222	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.28	4.07	305	4526	-1817
0x50	 14:02:20.065	-0.0154	-0.0222	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	305	4526	-1818
0x50	 14:02:20.065	-0.0155	-0.0223	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4527	-1818
0x50	 14:02:20.065	-0.0155	-0.0223	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4527	-1816
0x50	 14:02:20.067	-0.0153	-0.0232	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4527	-1817
0x50	 14:02:20.072	-0.0153	-0.0232	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4527	-1817
0x50	 14:02:20.074	-0.0164	-0.0237	1.0009	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4527	-1816
0x50	 14:02:20.127	-0.0164	-0.0237	1.0009	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4526	-1816
0x50	 14:02:20.127	-0.0161	-0.0233	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	304	4525	-1817
0x50	 14:02:20.127	-0.0161	-0.0233	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	304	4525	-1817
0x50	 14:02:20.127	-0.0159	-0.0232	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4525	-1818
0x50	 14:02:20.132	-0.0159	-0.0232	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.26	4.07	304	4525	-1818
0x50	 14:02:20.134	-0.0151	-0.0231	0.9994	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4524	-1817
0x50	 14:02:20.155	-0.0151	-0.0231	0.9994	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4525	-1818
0x50	 14:02:20.165	-0.0153	-0.0225	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1819
0x50	 14:02:20.169	-0.0153	-0.0225	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4526	-1818
0x50	 14:02:20.174	-0.0153	-0.0237	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4525	-1818
0x50	 14:02:20.245	-0.0153	-0.0237	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4526	-1819
0x50	 14:02:20.245	-0.0151	-0.0233	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4526	-1819
0x50	 14:02:20.245	-0.0151	-0.0233	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4525	-1819
0x50	 14:02:20.245	-0.0159	-0.0231	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4525	-1819
0x50	 14:02:20.245	-0.0159	-0.0231	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4524	-1818
0x50	 14:02:20.245	-0.0164	-0.0225	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4525	-1818
0x50	 14:02:20.248	-0.0164	-0.0225	1.0002	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4525	-1818
0x50	 14:02:20.248	-0.0160	-0.0229	1.0021	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	304	4525	-1819
0x50	 14:02:20.261	-0.0160	-0.0229	1.0021	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	304	4525	-1820
0x50	 14:02:20.304	-0.0170	-0.0233	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4525	-1819
0x50	 14:02:20.304	-0.0170	-0.0233	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4524	-1819
0x50	 14:02:20.304	-0.0157	-0.0232	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4525	-1818
0x50	 14:02:20.308	-0.0157	-0.0232	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4526	-1817
0x50	 14:02:20.321	-0.0154	-0.0227	0.9993	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	305	4527	-1819
0x50	 14:02:20.321	-0.0154	-0.0227	0.9993	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	304	4528	-1820
0x50	 14:02:20.331	-0.0159	-0.0228	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	304	4529	-1819
0x50	 14:02:20.431	-0.0159	-0.0228	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	304	4528	-1819
0x50	 14:02:20.431	-0.0161	-0.0238	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	304	4527	-1819
0x50	 14:02:20.431	-0.0161	-0.0238	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	304	4527	-1818
0x50	 14:02:20.431	-0.0161	-0.0240	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	304	4527	-1819
0x50	 14:02:20.431	-0.0161	-0.0240	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.27	4.07	304	4527	-1820
0x50	 14:02:20.431	-0.0157	-0.0220	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4526	-1819
0x50	 14:02:20.431	-0.0157	-0.0220	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4525	-1819
0x50	 14:02:20.431	-0.0154	-0.0223	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.31	4.07	304	4524	-1818
0x50	 14:02:20.431	-0.0154	-0.0223	0.9996	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6394	30.31	4.07	303	4525	-1818
0x50	 14:02:20.440	-0.0154	-0.0231	1.0007	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6394	30.27	4.07	304	4525	-1817
0x50	 14:02:20.447	-0.0154	-0.0231	1.0007	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6394	30.27	4.07	304	4525	-1819
0x50	 14:02:20.476	-0.0164	-0.0244	1.0012	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.27	4.07	304	4525	-1820
0x50	 14:02:20.502	-0.0164	-0.0244	1.0012	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.27	4.07	304	4524	-1819
0x50	 14:02:20.511	-0.0161	-0.0237	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	304	4524	-1819
0x50	 14:02:20.511	-0.0161	-0.0237	1.0006	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.29	4.07	305	4524	-1820
0x50	 14:02:20.529	-0.0146	-0.0221	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.32	4.07	305	4524	-1819
0x50	 14:02:20.529	-0.0146	-0.0221	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4523	-1818
0x50	 14:02:20.529	-0.0140	-0.0222	0.9996	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.31	4.07	305	4522	-1818
0x50	 14:02:20.529	-0.0140	-0.0222	0.9996	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.31	4.07	305	4521	-1818
0x50	 14:02:20.566	-0.0151	-0.0231	1.0005	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.29	4.07	305	4522	-1819
0x50	 14:02:20.566	-0.0151	-0.0231	1.0005	0.0000	0.0000	0.0000	-1.5930	0.8514	36.6449	30.29	4.07	305	4524	-1821
0x50	 14:02:20.566	-0.0179	-0.0242	1.0016	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4524	-1822
0x50	 14:02:20.583	-0.0179	-0.0242	1.0016	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4525	-1821
0x50	 14:02:20.583	-0.0170	-0.0236	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1820
0x50	 14:02:20.583	-0.0170	-0.0236	1.0010	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1819
0x50	 14:02:20.597	-0.0153	-0.0229	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4526	-1818
0x50	 14:02:20.599	-0.0153	-0.0229	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4527	-1817
0x50	 14:02:20.609	-0.0144	-0.0229	0.9995	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4528	-1816
0x50	 14:02:20.698	-0.0144	-0.0229	0.9995	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4528	-1816
0x50	 14:02:20.698	-0.0156	-0.0236	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4527	-1816
0x50	 14:02:20.698	-0.0156	-0.0236	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	305	4527	-1816
