StartTime: 2020-12-15 14:02:19.073
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz
0x50	 14:02:19.249	-0.0153	-0.0231	1.0013	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4525	-1817
0x50	 14:02:19.266	-0.0153	-0.0231	1.0013	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4526	-1818
0x50	 14:02:19.266	-0.0150	-0.0236	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4527	-1820
0x50	 14:02:19.276	-0.0150	-0.0236	1.0005	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4528	-1821
0x50	 14:02:19.326	-0.0154	-0.0242	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	304	4529	-1821
0x50	 14:02:19.326	-0.0154	-0.0242	1.0001	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.28	4.07	304	4528	-1821
0x50	 14:02:19.326	-0.0162	-0.0232	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4529	-1821
0x50	 14:02:19.332	-0.0162	-0.0232	1.0007	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.26	4.07	304	4530	-1822
0x50	 14:02:19.332	-0.0164	-0.0232	1.0015	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4529	-1822
0x50	 14:02:19.340	-0.0164	-0.0232	1.0015	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	304	4530	-1823
0x50	 14:02:19.360	-0.0162	-0.0229	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.28	4.07	304	4531	-1821
0x50	 14:02:19.362	-0.0162	-0.0229	1.0000	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.28	4.07	304	4531	-1821
0x50	 14:02:19.362	-0.0148	-0.0222	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.28	4.07	304	4530	-1821
0x50	 14:02:19.374	-0.0148	-0.0222	1.0004	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6394	30.28	4.07	304	4529	-1820
0x50	 14:02:19.443	-0.0146	-0.0233	0.9994	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4527	-1820
0x50	 14:02:19.443	-0.0146	-0.0233	0.9994	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.32	4.07	305	4526	-1819
0x50	 14:02:19.443	-0.0157	-0.0238	1.0015	0.0000	0.0000	0.0000	-1.5985	0.8514	36.6449	30.29	4.07	305	4527	-1819
